STRUCTURE_NUMBER_008,LOCATION_009,COORDINATES,lat,lon,ADT_029,DETOUR_KILOS_019,DETOUR_MILES,HISTORY_037,S_symbolic,E_economic,D_detour,ED,CF,Risk_Level,Street_View_URL,Risk_Explanation
102120LX7392102,'0.8mi E of FM 2493',"(32.264608, -95.329122)",32.264608333333335,-95.32912222222222,149,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.264608,-95.329122",
102120LX7416101,'0.12mi E of US 271',"(32.347869, -95.29205)",32.34786944444445,-95.29205,138,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.347869,-95.292050",
102120LX7872001,'0.20 MI SE of Jct SH 155',"(32.325283, -95.3126)",32.32528333333334,-95.3126,440,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.325283,-95.312600",
102120LX8319101,'2.9mi W of FM 2493',"(32.271258, -95.348575)",32.271258333333336,-95.348575,149,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.271258,-95.348575",
102120LX8468001,'0.35 MI SE OF FM 2493',"(32.315511, -95.305939)",32.31551111111111,-95.30593888888887,104,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.315511,-95.305939",
102120MG3698101,'0.5mi W of FM 2493',"(32.2684, -95.347819)",32.2684,-95.34781944444444,149,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.268400,-95.347819",
102120Q88861101,'0.15mi W of FM 2493',"(32.252108, -95.350928)",32.25210833333333,-95.35092777777776,149,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.252108,-95.350928",
102120S33832101,'0.3mi W of FM 2493',"(32.266231, -95.3482)",32.26623055555556,-95.3482,149,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.266231,-95.348200",
102120TL0049023,'2.0 MI SW of SH 110',"(32.249814, -95.267822)",32.24981388888889,-95.26782222222222,149,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.249814,-95.267822",
102120TL0049025,'0.2 MI  W OF FM 756',"(32.245694, -95.278569)",32.245694444444446,-95.27856944444444,2000,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.245694,-95.278569",
102120TL0049029,'1.4 MI W OF US 69',"(32.244014, -95.332011)",32.24401388888889,-95.3320111111111,1250,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.244014,-95.332011",
102120TL0049032,'2.4 MI W OF US 69',"(32.242736, -95.349439)",32.242736111111114,-95.34943888888888,1291,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.242736,-95.349439",
102120TL0049033,'2.4 MI W OF US 69',"(32.243914, -95.349994)",32.24391388888889,-95.34999444444443,750,0,0.0,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.243914,-95.349994",
102120TL0049034,'3.2 MI W OF US 69',"(32.241928, -95.362856)",32.24192777777778,-95.36285555555556,1836,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.241928,-95.362856",
102120TL0049038,'0.95 MI NW OF SH 155',"(32.257078, -95.404014)",32.25707777777778,-95.4040138888889,618,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.257078,-95.404014",
102120TL0049042,'2.95 MI N of SH 155',"(32.285547, -95.410531)",32.28554722222222,-95.41053055555555,202,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.285547,-95.410531",
102120TL0049043,'2.6 MI S OF SH 31',"(32.292792, -95.41215)",32.292791666666666,-95.41215,113,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.292792,-95.412150",
102120TL0049048,'1.80 MI S OF SH 64',"(32.340206, -95.422892)",32.34020555555556,-95.42289166666669,149,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.340206,-95.422892",
102120TL0049057,'2.30 MI S OF SH 110',"(32.414617, -95.435175)",32.41461666666667,-95.435175,1562,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.414617,-95.435175",
102120TL0049058,'1.85 MI S OF SH 110',"(32.421742, -95.436572)",32.42174166666666,-95.43657222222222,2716,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.421742,-95.436572",
102120TL0049059,'1.10 MI S OF IH 20',"(32.452825, -95.436794)",32.452825000000004,-95.43679444444444,2716,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.452825,-95.436794",
102120TL0049060,'0.10 MI  S OF IH 20',"(32.467333, -95.436422)",32.467333333333336,-95.43642222222222,3058,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.467333,-95.436422",
102120TL0049061,'AT IH 20  NE OF TYLER',"(32.468594, -95.437303)",32.46859444444445,-95.4373027777778,3058,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468594,-95.437303",
102120TL0049062,'Toll 49 @ IH 20',"(32.466094, -95.436747)",32.466094444444444,-95.43674722222222,2716,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.466094,-95.436747",
102120TL0049063,'@IH 20',"(32.468547, -95.436356)",32.46854722222223,-95.43635555555556,2653,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.468547,-95.436356",
102120TL0049064,'Toll 49 @ IH 20',"(32.470025, -95.4364)",32.470025,-95.4364,273,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.470025,-95.436400",
102120TL0049065,'0.87mi N of FM 849',"(32.498117, -95.438858)",32.49811666666667,-95.43885833333334,2860,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.498117,-95.438858",
102120TL0049066,'1.3 mi N of FM 849',"(32.504047, -95.438289)",32.50404722222222,-95.43828888888888,2860,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.504047,-95.438289",
102120TL0049067,'1.74mi N of FM 849',"(32.511408, -95.442786)",32.511408333333335,-95.44278611111112,2860,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.511408,-95.442786",
102120TL0049068,'1.6mi SW of US 69',"(32.540411, -95.445106)",32.54041111111111,-95.44510555555556,2532,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.540411,-95.445106",
102120TL0049069,'1.3mi SW of US 69',"(32.542997, -95.442497)",32.54299722222222,-95.44249722222224,2532,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.542997,-95.442497",
102120UJ6400101,'.81 MI E OF US 69',"(32.235147, -95.29735)",32.235147222222224,-95.29735,149,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.235147,-95.297350",
102340009506217.00,'1.1 MI W OF FM 859',"(32.696928, -95.904644)",32.69692777777777,-95.90464444444444,3231,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.696928,-95.904644",
102340009507398.00,'3.34 MI E. OF FM 17',"(32.672697, -95.612717)",32.67269722222222,-95.61271666666666,2118,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.672697,-95.612717",
102340009507399.00,'3.47 MI E. OF FM 17',"(32.672719, -95.610306)",32.67271944444444,-95.61030555555556,2118,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.672719,-95.610306",
102340024504037.00,'3.00 MI W  OF FM 2010',"(32.361856, -95.5488)",32.36185555555556,-95.5488,2094,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.361856,-95.548800",
102340064602035.00,'0.80 MI N OF IH 20',"(32.644486, -96.024656)",32.644486111111114,-96.02465555555555,2391,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.644486,-96.024656",
102340064604029.00,'0.75 MI S  OF SH 198',"(32.410003, -95.985744)",32.41000277777778,-95.98574444444444,1435,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.410003,-95.985744",
102340064604036.00,'1.45 MI S  OF SH 198',"(32.399531, -95.986017)",32.39953055555556,-95.98601666666669,1435,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.399531,-95.986017",
102340074501016.00,'0.85 MI S OF IH 20',"(32.493733, -95.643281)",32.49373333333333,-95.64328055555556,4330,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.493733,-95.643281",
102340074501017.00,'1.00 MI S  OF IH 20',"(32.491489, -95.643258)",32.49148888888889,-95.64325833333334,2472,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.491489,-95.643258",
102340077104004.00,'0.75 MI S OF US 80',"(32.664881, -95.694878)",32.664880555555555,-95.69487777777778,754,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.664881,-95.694878",
102340077104005.00,'1.03 MI S OF US 80',"(32.661694, -95.691058)",32.66169444444444,-95.69105833333332,973,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.661694,-95.691058",
102340117102007.00,'5.20 MI N OF IH 20',"(32.657325, -95.879186)",32.657325,-95.87918611111112,1894,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.657325,-95.879186",
102340117102008.00,'1.70 MI N OF IH 20',"(32.609169, -95.875744)",32.60916944444445,-95.87574444444444,2291,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.609169,-95.875744",
102340117102009.00,'1.45 MI N  OF SH 64',"(32.580914, -95.873858)",32.580913888888894,-95.87385833333332,2712,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.580914,-95.873858",
102340117201008.00,'0.90 MI E  OF FM 316',"(32.406753, -95.970103)",32.406752777777776,-95.97010277777778,582,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.406753,-95.970103",
102340117202006.00,'1.45 MI E  OF SH 19',"(32.416083, -95.828119)",32.41608333333333,-95.82811944444444,905,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.416083,-95.828119",
102340117202007.00,'1.65 MI E  OF FM 1861',"(32.418636, -95.762967)",32.418636111111105,-95.76296666666669,683,8,4.970968,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.418636,-95.762967",
102340132202005.00,'0.83 MI NE OF FM 1652',"(32.584444, -95.731264)",32.58444444444444,-95.73126388888888,592,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.584444,-95.731264",
102340132202006.00,'1.97 MI NE OF FM 1652',"(32.592689, -95.717675)",32.592688888888894,-95.717675,644,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.592689,-95.717675",
102340139702014.00,'2.1 MI E OF FM 47',"(32.51425, -95.99805)",32.51425,-95.99805,460,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.514250,-95.998050",
102340139702015.00,'2.15 MI E OF FM 47',"(32.514211, -95.9969)",32.51421111111111,-95.9969,460,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.514211,-95.996900",
102340226501008.00,'.34 MI W OF FM 279',"(32.371647, -95.620589)",32.37164722222222,-95.62058888888888,1309,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.371647,-95.620589",
102340AA1219001,'.75 MI WEST OF FM 1652',"(32.619928, -95.742792)",32.619927777777775,-95.74279166666666,130,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.619928,-95.742792",
102340AA1507101,'1.15 MI E OF FM 773',"(32.568369, -95.672339)",32.56836944444445,-95.67233888888887,322,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.568369,-95.672339",
102340AA1810102,'2.30 MI N  OF US 80',"(32.702736, -95.733792)",32.702736111111115,-95.73379166666666,192,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.702736,-95.733792",
102340AA2112002,'0.15 MI S OF IH 20',"(32.615578, -95.979783)",32.61557777777778,-95.97978333333332,270,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.615578,-95.979783",
102340AA2139101,'2.00 MI S  OF IH 20',"(32.578858, -95.962136)",32.578858333333336,-95.9621361111111,116,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.578858,-95.962136",
102340AA2142001,'1.35 Mi S of IH 20',"(32.583569, -95.943892)",32.58356944444445,-95.94389166666669,144,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.583569,-95.943892",
102340AA2301102,'1.50 MI SW OF FM 1651',"(32.445308, -95.904269)",32.44530833333333,-95.90426944444444,440,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.445308,-95.904269",
102340AA2301103,'1.00 MI SW OF FM 1651',"(32.450219, -95.898389)",32.45021944444445,-95.89838888888887,343,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.450219,-95.898389",
102340AA2404101,'1.50 MI N OF FM 1651',"(32.501944, -95.991456)",32.50194444444445,-95.99145555555556,138,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.501944,-95.991456",
102340AA2501001,'0.65 MI S OF SH 243',"(32.538119, -95.942)",32.53811944444444,-95.942,320,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.538119,-95.942000",
102340AA2501002,'0.50 MI S OF SH 243',"(32.539983, -95.941744)",32.53998333333333,-95.94174444444444,320,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.539983,-95.941744",
102340AA2621102,'1.30 MI W  OF FM 47',"(32.603725, -96.045228)",32.603725000000004,-96.04522777777778,181,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.603725,-96.045228",
102340AA2702002,'1.5MI W OF FM 47',"(32.470033, -96.0659)",32.47003333333333,-96.0659,150,11,6.835081,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.470033,-96.065900",
102340AA2801001,'0.30 Mi W of FM 316',"(32.406589, -95.991425)",32.40658888888889,-95.991425,120,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.406589,-95.991425",
102340AA2801102,'1.65 MI W  OF FM 316',"(32.406858, -96.015167)",32.40685833333333,-96.01516666666669,165,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.406858,-96.015167",
102340AA2801103,'1.75 MI W OF FM 316',"(32.406853, -96.017364)",32.40685277777778,-96.0173638888889,165,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.406853,-96.017364",
102340AA2918001,'1.4mi S of FM 1256',"(32.381292, -95.863167)",32.38129166666667,-95.86316666666666,100,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.381292,-95.863167",
102340AA2918002,'1.3mi S of FM 1256',"(32.382122, -95.862692)",32.38212222222222,-95.86269166666666,100,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.382122,-95.862692",
102340AA3425102,'0.1 MI S OF US 80',"(32.696033, -95.918417)",32.69603333333333,-95.91841666666669,131,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.696033,-95.918417",
102340AA3504001,'0.85 MI NW OF FM 859',"(32.700906, -95.900181)",32.70090555555556,-95.90018055555556,423,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.700906,-95.900181",
102340AA3504101,'1.00 MI E OF FM 751',"(32.746531, -95.969817)",32.74653055555556,-95.96981666666667,203,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.746531,-95.969817",
102340AA3515101,'0.30 MI SE OF CR 3502',"(32.723844, -95.97385)",32.723844444444445,-95.97385,170,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.723844,-95.973850",
102340AA3605001,'0.65 Mi NW of SH 19',"(32.712514, -95.845369)",32.71251388888889,-95.84536944444444,116,3,1.864113,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.712514,-95.845369",
102340AA4404001,'1.20 MI SE OF FM 1653',"(32.439422, -95.754647)",32.43942222222222,-95.75464722222222,160,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.439422,-95.754647",
102340AA4511101,'0.85 MI S OF FM 1995',"(32.490497, -95.663503)",32.490497222222224,-95.66350277777778,202,5,3.106855,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.490497,-95.663503",
102340F00190001,'0.05 MI N OF FM 16',"(32.524986, -95.640011)",32.52498611111111,-95.64001111111112,200,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.524986,-95.640011",
102340TD0000102,'0.2mi W of SH 19',"(32.560972, -95.8631)",32.56097222222222,-95.8631,100,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.560972,-95.863100",
102340TD0000106,'0.2mi W of SH 19',"(32.562717, -95.861611)",32.56271666666667,-95.8616111111111,100,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.562717,-95.861611",
102500009509202.00,'3.9 MI W OF US 69',"(32.677806, -95.551767)",32.67780555555555,-95.55176666666668,2637,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677806,-95.551767",
102500009601001.00,'0.3 MI S OF FM 1801',"(32.656014, -95.463797)",32.656013888888886,-95.46379722222224,2330,6,3.728226,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.656014,-95.463797",
102500009601097.00,'8.0 MI E OF US 69',"(32.632661, -95.354119)",32.63266111111111,-95.35411944444444,1943,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.632661,-95.354119",
102500009602098.00,'3.00 MI W OF FM 14',"(32.598019, -95.25615)",32.598019444444446,-95.25615,1690,2,1.242742,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.598019,-95.256150",
102500040102012.00,'4.80 MI NW OF SH 182',"(32.85525, -95.530214)",32.85525,-95.5302138888889,4839,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.855250,-95.530214",
102500042901018.00,'3.25 MI W 0F SH 154',"(32.807989, -95.5257)",32.807988888888886,-95.5257,1480,16,9.941936,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.807989,-95.525700",
102500049202019.00,'3.55 MI NW 0F SH 154',"(32.806394, -95.292286)",32.80639444444444,-95.29228611111112,323,10,6.21371,5,1,2,2,4,5,All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.806394,-95.292286",
