STRUCTURE_NUMBER_008,LOCATION_009,_lat,_lon,YEAR_BUILT_027,N_i,p_tornado,V_age,V_des,Risk_tornado,Risk_Rank,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
142270313601077.00,'1.80 MI N OF US 183',30.40210556,-97.72891111,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4021055555555, -97.7289111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.402106,-97.728911",
142270313601039.00,'LADY BIRD LAKE INTCHNG',30.2751,-97.770825,1975,0,0.0,1.428571429,1.0,0.0,10599,"30.2751, -97.770825",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.275100,-97.770825",
142270313601075.00,'0.13 MI N OF FM 734',30.42227222,-97.70357222,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4222722222222, -97.7035722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.422272,-97.703572",
142270313601074.00,'1.70 MI N OF US 183',30.40259722,-97.72842222,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4025972222222, -97.7284222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.402597,-97.728422",
142270313601073.00,'1.70 MI N OF US 183',30.40213056,-97.72842222,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4021305555555, -97.7284222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.402131,-97.728422",
142270313601072.00,'2.55 MI N OF US 183',30.40797778,-97.71609167,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.4079777777777, -97.7160916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.407978,-97.716092",
142270313601071.00,'2.6 MI N OF US 183',30.40883889,-97.71606389,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.4088388888888, -97.7160638888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.408839,-97.716064",
142270313601070.00,'2.8 MI N OF US 183',30.41035,-97.71158056,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.4103499999999, -97.7115805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.410350,-97.711581",
142270313601069.00,'2.8 MI N OF US 183',30.40971667,-97.71101389,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.4097166666666, -97.7110138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.409717,-97.711014",
142270313601110.00,'1.4 MI SW OF WM CANNON',30.2121,-97.85752222,1990,0,0.0,1.0,0.666666667,0.0,10599,"30.2121, -97.8575222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.212100,-97.857522",
142270313601109.00,'1.4 MI SW OF WM CANNON',30.21192222,-97.85728611,1990,0,0.0,1.0,0.666666667,0.0,10599,"30.2119222222222, -97.8572861111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.211922,-97.857286",
142270313601108.00,'0.9 MI SW OF WM CANNON',30.21637222,-97.85106667,1990,0,0.0,1.0,0.666666667,0.0,10599,"30.2163722222222, -97.8510666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.216372,-97.851067",
142270313601107.00,'0.9 MI SW OF WM CANNON',30.21595833,-97.85143611,1990,0,0.0,1.0,0.666666667,0.0,10599,"30.2159583333333, -97.8514361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.215958,-97.851436",
142270313601076.00,'1.90 MI N OF US 183',30.40489167,-97.72676667,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4048916666666, -97.7267666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.404892,-97.726767",
142270313601038.00,'0.1 MI E OF LOOP 1',30.27670833,-97.76849722,1975,0,0.0,1.428571429,1.0,0.0,10599,"30.2767083333333, -97.7684972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.276708,-97.768497",
142270313601037.00,'0.50 MI E OF LP 1',30.2722,-97.76439444,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2721999999999, -97.7643944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.272200,-97.764394",
142270313601036.00,'1.3 MI N OF FM 2244',30.279425,-97.76715,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.279425, -97.76715",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.279425,-97.767150",
142270313601035.00,'LADY BIRD LAKE INTCHNG',30.27792222,-97.76919167,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.2779222222222, -97.7691916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.277922,-97.769192",
142270313601034.00,'LADY BIRD LAKE INTCHNG',30.27644167,-97.76808889,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2764416666666, -97.7680888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.276442,-97.768089",
142270313601033.00,'LADY BIRD LAKE INTCHNG',30.27618056,-97.76854167,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2761805555555, -97.7685416666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.276181,-97.768542",
142270313601032.00,'LADY BIRD LAKE INTCHNG',30.27812222,-97.76888056,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2781222222222, -97.7688805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.278122,-97.768881",
142270313601031.00,'W. 7TH ST @ LP 1 SB FR',30.27946667,-97.76941944,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2794666666666, -97.7694194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.279467,-97.769419",
142270313601030.00,'0.1 MI N OF LK AUSTIN BLV',30.27908333,-97.76934444,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2790833333333, -97.7693444444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.279083,-97.769344",
142270313601029.00,'LADY BIRD LAKE INTCHNG',30.27716111,-97.76999167,1975,0,0.0,1.428571429,0.666666667,0.0,10599,"30.2771611111111, -97.7699916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.277161,-97.769992",
142270313601068.00,'2.9 MI N OF US 183',30.41050833,-97.71096667,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4105083333333, -97.7109666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.410508,-97.710967",
142270313601052.00,'1.90 MI NE OF LP 360',30.26568889,-97.78247222,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.2656888888888, -97.7824722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.265689,-97.782472",
142270313601066.00,'3.7 MI N OF US 183',30.42025,-97.70369722,1989,0,0.0,1.028571429,0.666666667,0.0,10599,"30.42025, -97.7036972222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.420250,-97.703697",
142270313601064.00,'1.20 MI N OF US 183',30.39573889,-97.73277778,1985,0,0.0,1.142857143,0.666666667,0.0,10599,"30.3957388888888, -97.7327777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.395739,-97.732778",
142270313601063.00,'0.5 MI N OF US 290',30.23953333,-97.81919167,1986,0,0.0,1.114285714,0.666666667,0.0,10599,"30.2395333333333, -97.8191916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.239533,-97.819192",
142270313601062.00,'0.5 MI N OF US 290',30.23836111,-97.81900278,1986,0,0.0,1.114285714,0.666666667,0.0,10599,"30.2383611111111, -97.8190027777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.238361,-97.819003",
142270313601061.00,'0.6 MI S OF LOOP 360',30.24036389,-97.81496389,1986,0,0.0,1.114285714,0.666666667,0.0,10599,"30.2403638888888, -97.8149638888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.240364,-97.814964",
142270313601060.00,'0.60 MI S OF LP 360',30.24260556,-97.81176111,1986,0,0.0,1.114285714,0.666666667,0.0,10599,"30.2426055555555, -97.8117611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.242606,-97.811761",
142270313601059.00,'0.60 MI S OF LP 360',30.24234167,-97.81160833,1986,0,0.0,1.114285714,0.666666667,0.0,10599,"30.2423416666666, -97.8116083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.242342,-97.811608",
142270313601056.00,'AT INT LP 1 AND LP 360',30.25030278,-97.80628333,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.2503027777777, -97.8062833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.250303,-97.806283",
142270313601055.00,'AT INT LP 1 AND LP 360',30.25041667,-97.80625,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.2504166666666, -97.8062499999999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.250417,-97.806250",
142270313601054.00,'AT INT LP 1 AND LP 360',30.250825,-97.80611944,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.250825, -97.8061194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.250825,-97.806119",
142270313601053.00,'1.90 MI NE OF LP 360',30.26588333,-97.78265,1982,0,0.0,1.228571429,0.666666667,0.0,10599,"30.2658833333333, -97.78265",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.265883,-97.782650",
142270313601067.00,'2.9 MI N OF US 183',30.41035556,-97.710625,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.4103555555555, -97.710625",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.410356,-97.710625",
142270118601001.00,'1.3 MI W OF US 183',30.28518889,-97.68706111,1951,0,0.0,2.114285714,1.0,0.0,10599,"30.2851888888888, -97.6870611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.285189,-97.687061",
142270114901086.00,'0.03 Mi W of Bastrop C/L',30.10280833,-97.61150556,1989,0,0.0,1.028571429,1.0,0.0,10599,"30.1028083333333, -97.6115055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.102808,-97.611506",
142270120002021.00,'4.20 MI N OF US 290',30.40331944,-97.51661111,2005,0,0.0,1.0,1.0,0.0,10599,"30.4033194444444, -97.5166111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.403319,-97.516611",
142270120002020.00,'2.65 MI N OF US 290',30.38595278,-97.52299167,2005,0,0.0,1.0,1.0,0.0,10599,"30.3859527777777, -97.5229916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.385953,-97.522992",
142270118601026.00,'0.2 MI W OF SH 130',30.25480833,-97.60721111,2007,0,0.0,1.0,1.0,0.0,10599,"30.2548083333333, -97.6072111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.254808,-97.607211",
142270118601025.00,'0.6 MI E OF US 183',30.28348056,-97.65499444,2004,0,0.0,1.0,0.666666667,0.0,10599,"30.2834805555555, -97.6549944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.283481,-97.654994",
142270118601023.00,'4.8 MI E OF FM 973',30.25409722,-97.54011944,1968,0,0.0,1.628571429,0.666666667,0.0,10599,"30.2540972222222, -97.5401194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.254097,-97.540119",
21120246301002.00,'2.1 MI S OF FM 3210',32.34898333,-97.72620833,1960,0,0.0,1.857142857,1.0,0.0,10599,"32.3489833333333, -97.7262083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.348983,-97.726208",
21120246301001.00,'0.4 MI S OF FM 3210',32.36949722,-97.74161389,1960,0,0.0,1.857142857,1.0,0.0,10599,"32.3694972222222, -97.7416138888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.369497,-97.741614",
21120199002004.00,'2.9 MI W OF FM 51',32.27263056,-97.96076667,1980,0,0.0,1.285714286,0.666666667,0.0,10599,"32.2726305555555, -97.9607666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.272631,-97.960767",
142270120006132.00,'1.5 MI N OF FM 1626',30.1602,-97.88046111,2018,0,0.0,1.0,0.666666667,0.0,10599,"30.1602, -97.8804611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.160200,-97.880461",
21120159801004.00,'1.3 MI W OF US-377',32.47810833,-97.72083889,1993,0,0.0,1.0,0.666666667,0.0,10599,"32.4781083333333, -97.7208388888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.478108,-97.720839",
21120159801003.00,'6.7 MI E OF FM-51',32.49510278,-97.72823056,1964,0,0.0,1.742857143,1.0,0.0,10599,"32.4951027777777, -97.7282305555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.495103,-97.728231",
21120159801002.00,'0.4 MI E OF FM-51',32.55002778,-97.75857778,1964,0,0.0,1.742857143,0.666666667,0.0,10599,"32.5500277777777, -97.7585777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.550028,-97.758578",
21120151301011.00,'50 FT N OF FM 4',32.44032222,-97.68267778,1962,0,0.0,1.8,1.0,0.0,10599,"32.4403222222222, -97.6826777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.440322,-97.682678",
21120146802004.00,'0.1 MI E OF FM 1543',32.538575,-97.97516667,1959,0,0.0,1.885714286,1.0,0.0,10599,"32.538575, -97.9751666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.538575,-97.975167",
21120146802003.00,'1.9 MI NE OF FM 1543',32.55129167,-97.94809167,1959,0,0.0,1.885714286,1.0,0.0,10599,"32.5512916666666, -97.9480916666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.551292,-97.948092",
21120133103006.00,'0.6 MI W OF FM 1543',32.53877778,-97.98618889,2012,0,0.0,1.0,1.0,0.0,10599,"32.5387777777777, -97.9861888888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.538778,-97.986189",
142270120005040.00,'0.64 MI E OF IH 35',30.11081667,-97.79507778,2008,0,0.0,1.0,0.666666667,0.0,10599,"30.1108166666666, -97.7950777777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.110817,-97.795078",
142270120005023.00,'1.65 MI NE OF US 183',30.13514722,-97.68071667,1970,0,0.0,1.571428571,0.666666667,0.0,10599,"30.1351472222222, -97.6807166666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.135147,-97.680717",
142270120005022.00,'2.40 MI NE OF US 183',30.144725,-97.674275,1970,0,0.0,1.571428571,0.666666667,0.0,10599,"30.144725, -97.674275",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.144725,-97.674275",
142270120003126.00,'0.3 MI N OF SH 71',30.20806667,-97.63848333,2015,0,0.0,1.0,0.666666667,0.0,10599,"30.2080666666666, -97.6384833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.208067,-97.638483",
21120160103060.00,'2.8 MI. N. of FM 4',32.50242778,-97.85030833,2012,0,0.0,1.0,0.666666667,0.0,10599,"32.5024277777777, -97.8503083333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.502428,-97.850308",
142270070003037.00,'4.70 MI NW OF RM 3238',30.337325,-98.03371111,2009,0,0.0,1.0,0.666666667,0.0,10599,"30.337325, -98.0337111111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.337325,-98.033711",
142270070003036.00,'4.90 MI NW OF RM 3238',30.33877222,-98.03571944,2009,0,0.0,1.0,0.666666667,0.0,10599,"30.3387722222222, -98.0357194444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.338772,-98.035719",
142270070003031.00,'0.25 MI N OF RM 2322',30.38995556,-98.08639444,1986,0,0.0,1.114285714,0.666666667,0.0,10599,"30.3899555555555, -98.0863944444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.389956,-98.086394",
142270070003014.00,'3.2 MI W OF US 290',30.26711389,-97.90926667,1949,0,0.0,2.171428571,1.0,0.0,10599,"30.2671138888888, -97.9092666666666",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.267114,-97.909267",
142270070003012.00,'1.0 MI W OF US 290',30.24462778,-97.88473333,1949,0,0.0,2.171428571,0.666666667,0.0,10599,"30.2446277777777, -97.8847333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.244628,-97.884733",
142270070003011.00,'5.5 MI W OF US 290',30.29615556,-97.92558056,1949,0,0.0,2.171428571,0.666666667,0.0,10599,"30.2961555555555, -97.9255805555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.296156,-97.925581",
142270070003004.00,'0.25 MI N OF RM 2322',30.38998611,-98.08628333,1949,0,0.0,2.171428571,1.666666667,0.0,10599,"30.3899861111111, -98.0862833333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.389986,-98.086283",
142270070003003.00,'0.20 MI W OF RM 620',30.308325,-97.94913611,1947,0,0.0,2.228571429,1.0,0.0,10599,"30.308325, -97.9491361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.308325,-97.949136",
142270068307074.00,'3.90 MI E OF IH 35',30.48307778,-97.61202778,2006,0,0.0,1.0,1.0,0.0,10599,"30.4830777777777, -97.6120277777777",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.483078,-97.612028",
142270068307073.00,'3.70 MI E OF IH 35',30.48421111,-97.61312222,2006,0,0.0,1.0,0.666666667,0.0,10599,"30.4842111111111, -97.6131222222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.484211,-97.613122",
21120133103003.00,'1.0 MI NE OF FM-4',32.53123889,-98.03403333,1970,0,0.0,1.571428571,1.0,0.0,10599,"32.5312388888888, -98.0340333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.531239,-98.034033",
142270118601003.00,'0.38 MI E OF US183',30.28466389,-97.65943333,1939,0,0.0,2.457142857,1.0,0.0,10599,"30.2846638888888, -97.6594333333333",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.284664,-97.659433",
21120078002001.00,'0.8 MI NE OF FM 205 W',32.27486111,-97.90406111,1957,0,0.0,1.942857143,0.666666667,0.0,10599,"32.2748611111111, -97.9040611111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.274861,-97.904061",
21120077702003.00,'3.0 MI S OF US 377',32.35115833,-97.89530556,1993,0,0.0,1.0,1.0,0.0,10599,"32.3511583333333, -97.8953055555555",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.351158,-97.895306",
21120077702001.00,'0.1 MI S OF US 377',32.38570278,-97.91313889,1962,0,0.0,1.8,1.0,0.0,10599,"32.3857027777777, -97.9131388888889",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.385703,-97.913139",
142270118601018.00,'0.7 MI W OF US 183',30.28635,-97.67787222,1958,0,0.0,1.914285714,1.0,0.0,10599,"30.28635, -97.6778722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.286350,-97.677872",
142270118601016.00,'0.25 MI W OF FM 973',30.25940278,-97.61483611,1956,0,0.0,1.971428571,1.0,0.0,10599,"30.2594027777777, -97.6148361111111",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.259403,-97.614836",
142270118601011.00,'9.30 MI E OF FM 973',30.23263611,-97.49617222,1955,0,0.0,2.0,1.0,0.0,10599,"30.2326361111111, -97.4961722222222",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.232636,-97.496172",
142270118601010.00,'6.05 MI E OF FM 973',30.24779167,-97.52165,1955,0,0.0,2.0,1.0,0.0,10599,"30.2477916666666, -97.52165",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.247792,-97.521650",
142270118601009.00,'4.55 MI E OF FM 973',30.25440833,-97.54413889,1955,0,0.0,2.0,1.0,0.0,10599,"30.2544083333333, -97.5441388888888",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.254408,-97.544139",
142270118601008.00,'3.40 MI E OF FM 973',30.25007222,-97.55956944,1939,0,0.0,2.457142857,1.0,0.0,10599,"30.2500722222222, -97.5595694444444",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.250072,-97.559569",
