STRUCTURE_NUMBER_008,COUNTY_CODE_003,LOCATION_009,"coordinates (lat, lon)",N_wildfires_within_1mi,T_years_wildfire_obs,lambda_wildfire,p_wildfire,V_elem_wildfire,V_age_wildfire,V_des_wildfire,wildfire_design_row_43B,wildfire_material_class,sdes_wildfire_raw_0to5,Risk_wildfire,Risk_Level,Risk_Explanation,Street_View_URL
2.2233E+14,465,'3.15 MI N OF RM 189',"30.217669, -101.104181",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.217669,-101.104181"
2.2233E+14,465,'3.95 MI N OF RM 189',"30.228761, -101.103094",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.228761,-101.103094"
2.2233E+14,465,'1.0 MI N OF US 277',"29.342925, -100.821197",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.342925,-100.821197"
2.2233E+14,465,'1.6 MI N OF US 277',"29.351817, -100.823114",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.351817,-100.823114"
2.2233E+14,465,'6.8 MI N OF US 277',"29.414878, -100.847322",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.414878,-100.847322"
2.2233E+14,465,'8.1 MI N OF US 277',"29.427781, -100.861178",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.427781,-100.861178"
2.2233E+14,465,'8.2 MI N OF US 277',"29.429608, -100.863361",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.429608,-100.863361"
2.2233E+14,465,'2.3 MI E OF US 90',"29.443961, -100.880642",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.443961,-100.880642"
2.2233E+14,465,'1.8 MI E OF US 90',"29.445994, -100.889044",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.445994,-100.889044"
2.2233E+14,465,'0.4 MI E OF US 90',"29.444206, -100.911614",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.444206,-100.911614"
2.2233E+14,465,'0.4 MI W OF US 90',"29.442111, -100.923261",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.442111,-100.923261"
2.2233E+14,465,'2.4 MI E OF US 90',"29.443506, -100.879647",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.443506,-100.879647"
222330AA0117003,465,'24.6 MI N OF US 90',"30.130950, -101.574028",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.130950,-101.574028"
222330AA0245002,465,'1.0 MI NW OF US 277',"29.352450, -100.880264",0,29,0.0,0.0,1.0,2.88571428571429,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.352450,-100.880264"
222330B00275003,465,'0.25 MI SE OF US 90',"29.366706, -100.885242",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.366706,-100.885242"
222330B00365006,465,'0.1 MI SE OF MILL ST',"29.356347, -100.894667",0,29,0.0,0.0,1.0,2.62857142857143,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.356347,-100.894667"
222330B00475001,465,'0.05 MI W OF SPUR 239',"29.359650, -100.915525",0,29,0.0,0.0,1.0,1.05714285714286,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.359650,-100.915525"
222330B00805001,465,'0.1 MI NW OF DELAROSA ST',"29.362083, -100.889333",0,29,0.0,0.0,1.0,2.62857142857143,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.362083,-100.889333"
222330B01350008,465,'0.6 MI NE OF PECAN ST',"29.365406, -100.889650",0,29,0.0,0.0,1.0,2.77142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.365406,-100.889650"
222330B01405005,465,'0.4 MI S OF GARFIELD AVE',"29.359414, -100.890944",0,29,0.0,0.0,1.0,1.05714285714286,1.33333333333333,Box Beam or Girders - Multiple,Wood or Timber,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.359414,-100.890944"
222330FD3017001,465,'2.7 MI SW OF US 90',"29.449892, -101.056469",0,29,0.0,0.0,1.0,1.65714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.449892,-101.056469"
2.224E+14,479,'3.10 MI S OF LASALLE C/L',"27.989078, -99.370964",0,29,0.0,0.0,1.0,3.0,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.989078,-99.370964"
2.224E+14,479,'2.15 MI S OF LASALLE C/L',"28.001969, -99.366664",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.001969,-99.366664"
2.224E+14,479,'3.10 MI S OF LASALLE C/L',"27.988667, -99.370639",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.988667,-99.370639"
2.224E+14,479,'4.55 MI S  OF LASALLE C/L',"27.969053, -99.376781",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.969053,-99.376781"
2.224E+14,479,'4.85 MI S  OF LASALLE C/L',"27.964914, -99.378039",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.964914,-99.378039"
2.224E+14,479,'6.55 MI S  OF LASALLE C/L',"27.940589, -99.385342",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.940589,-99.385342"
2.224E+14,479,'6.75 MI S  OF LASALLE C/L',"27.938294, -99.385956",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.938294,-99.385956"
2.224E+14,479,'6.95 MI S  OF LASALLE C/L',"27.935614, -99.386317",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.935614,-99.386317"
2.224E+14,479,'7.90 MI S  OF LASALLE C/L',"27.922186, -99.390250",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.922186,-99.390250"
2.224E+14,479,'8.55 MI S  OF LASALLE C/L',"27.913286, -99.392611",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.913286,-99.392611"
2.224E+14,479,'8.85 MI S  OF LASALLE C/L',"27.908444, -99.393894",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.908444,-99.393894"
2.224E+14,479,'3.10 MI S OF LASALLE C/L',"27.988531, -99.370436",0,29,0.0,0.0,1.0,1.25714285714286,1.33333333333333,Slab,Concrete Continuous,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.988531,-99.370436"
2.224E+14,479,'3.10 MI S OF LASALLE C/L',"27.988856, -99.370800",0,29,0.0,0.0,1.0,1.25714285714286,1.33333333333333,Slab,Concrete Continuous,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.988856,-99.370800"
2.224E+14,479,'5.70 MI S  OF LASALLE C/L',"27.952072, -99.381394",0,29,0.0,0.0,1.0,1.25714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.952072,-99.381394"
2.224E+14,479,'5.70 MI S  OF LASALLE C/L',"27.952117, -99.381600",0,29,0.0,0.0,1.0,1.25714285714286,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.952117,-99.381600"
2.224E+14,479,'5.2 MI N  OF US 83',"27.826942, -99.411794",0,29,0.0,0.0,1.0,3.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.826942,-99.411794"
2.224E+14,479,'2.30 MI N  OF US 83',"27.787203, -99.423706",0,29,0.0,0.0,1.0,3.0,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.787203,-99.423706"
2.224E+14,479,'8.25 MI N  OF US 83',"27.869247, -99.400686",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Slab,Concrete Continuous,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.869247,-99.400686"
2.224E+14,479,'8.25 MI N  OF US 83',"27.869128, -99.400486",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Slab,Concrete Continuous,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.869128,-99.400486"
2.224E+14,479,'7.85 MI N  OF US 83',"27.863850, -99.401017",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.863850,-99.401017"
2.224E+14,479,'7.15 MI N  OF US 83',"27.853856, -99.403861",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.853856,-99.403861"
2.224E+14,479,'6.60 MI N  OF US 83',"27.846064, -99.406194",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.846064,-99.406194"
2.224E+14,479,'6.40 MI N  OF US 83',"27.843667, -99.406911",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.843667,-99.406911"
2.224E+14,479,'3.80 MI N  OF US 83',"27.806875, -99.417928",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.806875,-99.417928"
2.224E+14,479,'3.35 MI N  OF US 83',"27.800608, -99.419269",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.800608,-99.419269"
2.224E+14,479,'2.30 MI N  OF US 83',"27.787267, -99.423197",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Slab,Concrete Continuous,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.787267,-99.423197"
2.224E+14,479,'2.30 MI N  OF US 83',"27.787231, -99.423442",0,29,0.0,0.0,1.0,1.28571428571429,1.33333333333333,Slab,Concrete Continuous,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.787231,-99.423442"
2.224E+14,479,'2.80 MI N  OF US 83',"27.794850, -99.421031",0,29,0.0,0.0,1.0,1.28571428571429,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.794850,-99.421031"
2.224E+14,479,'2.80 MI N  OF US 83',"27.794806, -99.420825",0,29,0.0,0.0,1.0,1.28571428571429,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.794806,-99.420825"
2.224E+14,479,'8.90 MI N  OF US 83',"27.879208, -99.399883",0,29,0.0,0.0,1.0,1.28571428571429,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.879208,-99.399883"
2.224E+14,479,'8.90 MI N  OF US 83',"27.879203, -99.399672",0,29,0.0,0.0,1.0,1.28571428571429,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.879203,-99.399672"
2.224E+14,479,'2.30 MI N  OF US 83',"27.787317, -99.422933",0,29,0.0,0.0,1.0,1.28571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.787317,-99.422933"
2.224E+14,479,'5.30 MI N OF US 83',"27.829022, -99.410681",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.829022,-99.410681"
2.224E+14,479,'5.30 MI N OF US 83',"27.828939, -99.411200",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.828939,-99.411200"
2.224E+14,479,'5.30 MI N OF US 83',"27.828931, -99.411664",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.828931,-99.411664"
2.224E+14,479,'4.00 MI N  OF LP 20',"27.661864, -99.473461",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.661864,-99.473461"
2.224E+14,479,'1.65 MI S  OF US 83',"27.734686, -99.444794",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.734686,-99.444794"
2.224E+14,479,'7.95 MI N  OF LP 20',"27.714772, -99.449761",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.714772,-99.449761"
2.224E+14,479,'IH 35 @ US 83',"27.758303, -99.438531",0,29,0.0,0.0,1.0,1.91428571428571,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.758303,-99.438531"
2.224E+14,479,'IH 35 @ US 83',"27.758292, -99.438744",0,29,0.0,0.0,1.0,1.91428571428571,1.33333333333333,Stringer/MultiBeam/Girder,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.758292,-99.438744"
2.224E+14,479,'5.70 MI N  OF LP 20',"27.685425, -99.463078",0,29,0.0,0.0,1.0,1.22857142857143,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.685425,-99.463078"
2.224E+14,479,'5.70 MI N  OF LP 20',"27.685319, -99.462906",0,29,0.0,0.0,1.0,1.22857142857143,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.685319,-99.462906"
2.224E+14,479,'5.27 MI N OF LP 20',"27.678331, -99.467114",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.678331,-99.467114"
2.224E+14,479,'JUNCTION IH 35 & FM 1472',"27.572783, -99.503819",0,29,0.0,0.0,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.572783,-99.503819"
2.224E+14,479,'3.40 MI N  OF LP 20',"27.654892, -99.479267",0,29,0.0,0.0,1.0,1.97142857142857,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.654892,-99.479267"
2.224E+14,479,'0.85 MI N  OF FM 1472',"27.582681, -99.499472",0,29,0.0,0.0,1.0,1.91428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.582681,-99.499472"
2.224E+14,479,'2.50 MI N  OF US 59',"27.567000, -99.503039",0,29,0.0,0.0,1.0,1.85714285714286,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.567000,-99.503039"
2.224E+14,479,'0.70 MI N  OF US 83',"27.516469, -99.503000",0,29,0.0,0.0,1.0,1.77142857142857,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.516469,-99.503000"
2.224E+14,479,'JUNCT IH 35 & FM 1472',"27.572558, -99.504161",0,29,0.0,0.0,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel Continuous,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.572558,-99.504161"
2.224E+14,479,'8.90 MI N  OF SH 44',"28.145450, -99.596808",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.145450,-99.596808"
2.224E+14,479,'7.55 MI N  OF SH 44',"28.126594, -99.590281",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.126594,-99.590281"
2.224E+14,479,'5.95 MI N  OF SH 44',"28.105142, -99.579469",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.105142,-99.579469"
2.224E+14,479,'5.90 MI N  OF SH 44',"28.104214, -99.579003",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.104214,-99.579003"
2.224E+14,479,'5.40 MI N  OF SH 44',"28.098589, -99.576169",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.098589,-99.576169"
2.224E+14,479,'0.40 MI N  OF SH 44',"28.032256, -99.544689",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.032256,-99.544689"
2.224E+14,479,'7.70 MI S  OF SH 44',"27.924011, -99.495817",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.924011,-99.495817"
2.224E+14,479,'8.95 MI S  OF SH 44',"27.908086, -99.486842",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.908086,-99.486842"
2.224E+14,479,'12.4 MILES S OF SH 44',"27.863103, -99.470189",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.863103,-99.470189"
2.224E+14,479,'5.45 MI S  OF SH 44',"27.952672, -99.512186",0,29,0.0,0.0,1.0,2.68571428571429,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.952672,-99.512186"
2.224E+14,479,'3.30 MI W OF IH 35',"27.820264, -99.465119",0,29,0.0,0.0,1.0,1.0,2.0,Stringer/MultiBeam/Girder,Wood or Timber,5.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.820264,-99.465119"
2.224E+14,479,'12.0 MI S OF LOOP 20',"27.322158, -99.439947",0,29,0.0,0.0,1.0,1.0,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.322158,-99.439947"
2.224E+14,479,'LP 20 @ SH359',"27.497975, -99.447600",0,29,0.0,0.0,1.0,1.0,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.497975,-99.447600"
2.224E+14,479,'15.00 MI E OF LP 20',"27.476575, -99.209694",0,29,0.0,0.0,1.0,2.91428571428571,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.476575,-99.209694"
2.224E+14,479,'15.30 MI E OF LP 20',"27.474878, -99.204911",0,29,0.0,0.0,1.0,2.91428571428571,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.474878,-99.204911"
2.224E+14,479,'15.55 MI E OF LP 20',"27.473614, -99.201344",0,29,0.0,0.0,1.0,2.91428571428571,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.473614,-99.201344"
2.224E+14,479,'17.15 MI E OF LP 20',"27.465147, -99.177369",0,29,0.0,0.0,1.0,2.91428571428571,1.33333333333333,Slab,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.465147,-99.177369"
2.224E+14,479,'17.95 MI E OF LP 20',"27.461581, -99.165003",0,29,0.0,0.0,1.0,2.91428571428571,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.461581,-99.165003"
2.224E+14,479,'18.85 MI E OF LP 20',"27.458228, -99.150483",0,29,0.0,0.0,1.0,2.91428571428571,1.33333333333333,Tee Beam,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.458228,-99.150483"
2.224E+14,479,'15.85 MI E OF LP 20',"27.472092, -99.197058",0,29,0.0,0.0,1.0,1.8,1.33333333333333,Culvert,Concrete,3.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.472092,-99.197058"
2.224E+14,479,'21.70 MI E OF LP 20',"27.455483, -99.105467",0,29,0.0,0.0,1.0,2.8,1.66666666666667,Stringer/MultiBeam/Girder,Steel,4.0,0.0,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.455483,-99.105467"
