STRUCTURE_NUMBER_008,LOCATION_009,ADT_029,PERCENT_ADT_TRUCK_109,INVENTORY_RATING_066,YEAR_BUILT_027,SUPERSTRUCTURE_COND_059,FUNCTIONAL_CLASS_026,r_i_lb,d_i,N_i,V_age_overload,V_elem_overload,Risk_Index,"coordinates (lat, lon)",Risk_Level,Street_View_URL,Risk_Explanation
10600200303005.000,0.10 MI S OF MIDWESTERN,1400,2.0,32.7,1998,7,19,65400.0,12.28125247,3.438750692,0.75,1.0,2.579063019,"33.871789, -98.512231",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.871789,-98.512231",
032430B05525001,1.8 M W Of US 183,1400,2.0,32.7,2016,N,16,65400.0,12.28125247,3.438750692,0.75,1.0,2.579063019,"30.482225, -97.828319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.482225,-97.828319",
142460G02495002,3.85 MI E OF FM 2472,100,28.0,32.7,2009,7,7,65400.0,12.28125247,3.438750692,0.75,1.0,2.579063019,"34.630225, -100.60015",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.630225,-100.600150",
142460G02495003,1.8 M W OF US 183,1400,2.0,32.7,2016,N,7,65400.0,12.28125247,3.438750692,0.75,1.0,2.579063019,"30.484161, -97.828231",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.484161,-97.828231",
250970084406063.000,0.15 MI N OF FRANZ RD,2040,1.0,32.7,1989,7,9,65400.0,12.28125247,2.505375504,1.028571429,1.0,2.576957661,"29.804711, -95.720342",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.804711,-95.720342",
121020AA2682006,3.55 MI SW OF US 190,111,10.0,23.6,1998,N,8,47200.0,30.95334625,3.435821434,0.75,1.0,2.576866076,"31.168069, -98.797919",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.168069,-98.797919",
232060124001003.000,1.60 MI SW OF FM 1160,86,17.0,32.7,1976,6,8,65400.0,12.28125247,1.795519111,1.4,1.025,2.576569925,"29.104744, -96.422175",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.104744,-96.422175",
132410008906175.000,0.2 MI SW OF FM 1132,1398,2.0,32.7,2023,N,6,65400.0,12.28125247,3.433838191,0.75,1.0,2.575378643,"30.143236, -93.977714",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.143236,-93.977714",
201810C01835006,2.30 MI NE OF US 377,55,13.0,24.5,1935,N,9,49000.0,28.80782264,2.059759319,1.25,1.0,2.574699149,"31.508228, -99.099294",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.508228,-99.099294",
230250AA0225003,2.45 MI N OF FM 1488,460,2.0,24.5,1991,7,9,49000.0,28.80782264,2.650319683,0.971428571,1.0,2.574596264,"30.253736, -95.579014",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.253736,-95.579014",
121700AA0481045,1.26 MI W OF DAVIS BLVD,2795,1.0,32.7,2013,N,9,65400.0,12.28125247,3.432610066,0.75,1.0,2.574457549,"32.978394, -97.207011",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978394,-97.207011",
022200NN0700001,1.15 MI NW OF FM 2570,71,10.0,23.6,1984,N,7,47200.0,30.95334625,2.197687584,1.171428571,1.0,2.574434027,"31.814619, -96.117358",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.814619,-96.117358",
170820213101005.000,004.7 MI W JCT US 259,170,7.0,29.9,1966,7,8,59800.0,17.29526817,2.058136912,1.25,1.0,2.57267114,"31.711864, -94.742328",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.711864,-94.742328",
111740107401002.000,0.40 MI S OF FM 1778,407,3.0,24.5,2009,8,9,49000.0,28.80782264,3.517435145,0.75,0.975,2.57212445,"33.075025, -96.379697",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.075025,-96.379697",
180430AA0593002,4.80 MI NW OF US 377,102,7.0,24.5,1930,N,8,49000.0,28.80782264,2.056878537,1.25,1.0,2.571098171,"31.546878, -99.161428",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.546878,-99.161428",
230250102502001.000,150 W OF ROSEBRIAR WAY,930,3.0,32.7,2005,N,19,65400.0,12.28125247,3.42646944,0.75,1.0,2.56985208,"32.921114, -97.294008",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.921114,-97.294008",
022200ZW4155001,1.10 MI W OF FM 1095,183,8.0,32.7,1975,7,8,65400.0,12.28125247,1.797975362,1.428571429,1.0,2.568536231,"28.877317, -96.158522",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.877317,-96.158522",
131580060301002.000,0.05 Mi SW of Royal Ln,231,3.0,24.5,1980,N,19,49000.0,28.80782264,1.996382109,1.285714286,1.0,2.566776998,"32.924083, -97.020367",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.924083,-97.020367",
180570LD9036001,0.4 MI W of Dickerson Pkw,231,3.0,24.5,1980,N,19,49000.0,28.80782264,1.996382109,1.285714286,1.0,2.566776998,"32.987267, -96.927167",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.987267,-96.927167",
180570LN2248001,1.9 MI SE OF SANDHILLS RD,195,3.0,18.1,1992,6,9,36200.0,45.39870519,2.655824253,0.942857143,1.025,2.566664439,"29.93375, -97.444094",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.933750,-97.444094",
140110AA0267002,5.70 MI S OF RUNNELS C/L,151,4.0,22.7,1953,6,7,45400.0,33.16158297,2.002959612,1.25,1.025,2.566292002,"31.519967, -100.093653",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.519967,-100.093653",
70480082602002.000,0.05 MI N OF PIZARRO AVE,196,3.0,24.5,1972,7,19,49000.0,28.80782264,1.693899971,1.514285714,1.0,2.565048528,"26.035797, -97.548425",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.035797,-97.548425",
210310U00015001,4.20 MI W OF FM 2154,641,3.0,32.7,1987,7,9,65400.0,12.28125247,2.36168485,1.085714286,1.0,2.56411498,"30.520278, -96.343961",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.520278,-96.343961",
170210AA0254001,0.7 MI SW OF IH 410,500,2.0,32.7,2010,8,11,65400.0,35.04840624,3.504840624,0.75,0.975,2.562914706,"29.309931, -98.616319",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.309931,-98.616319",
150150001702385.000,0.55 MI S OF IH 30,1000,1.0,32.7,2012,8,12,65400.0,35.04840624,3.504840624,0.75,0.975,2.562914706,"32.750817, -97.028086",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.750817,-97.028086",
180570296401623.000,2.5 MI W OF IH 45,200,5.0,32.7,2019,8,12,65400.0,35.04840624,3.504840624,0.75,0.975,2.562914706,"32.288586, -96.609464",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.288586,-96.609464",
180710017208474.000,0.80 MI SW OF US 87,2714,5.0,39.9,2002,8,19,79800.0,2.5816955,3.503360793,0.75,0.975,2.56183258,"31.461383, -100.458578",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.461383,-100.458578",
72260007706091.000,4.55 MI NE OF SH87,695,4.0,32.7,2006,N,7,65400.0,12.28125247,3.414188187,0.75,1.0,2.56064114,"31.809581, -94.05545",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.809581,-94.055450",
112100074303018.000,2.95 MI NW OF IH 20 BUS,1091,11.0,40.8,1947,N,9,81600.0,1.706753407,2.048274764,1.25,1.0,2.560343455,"31.488725, -103.420072",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.488725,-103.420072",
62380100101002.000,3.85 MI S OF LP 20,100,9.0,27.2,1921,7,17,54400.0,22.75531832,2.047978649,1.25,1.0,2.559973311,"27.4343, -99.479317",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.434300,-99.479317",
222400003801004.000,6.65 MI NW OF US 96,475,6.0,32.7,2012,8,7,65400.0,12.28125247,3.500156954,0.75,0.975,2.559489773,"31.868347, -94.292361",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.868347,-94.292361",
112100187901007.000,4.0 MI SW OF SH 34,463,6.0,32.7,2018,7,8,65400.0,12.28125247,3.411731937,0.75,1.0,2.558798952,"32.223625, -96.700375",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.223625,-96.700375",
180710121101012.000,4.20 MI W OF SH 195,356,8.0,32.7,2000,8,8,65400.0,12.28125247,3.497700704,0.75,0.975,2.55769364,"30.990414, -97.834336",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.990414,-97.834336",
90140119803009.000,0.3 Mi E of US 60,2721,4.0,40.8,1978,6,17,81600.0,1.706753407,1.857630408,1.342857143,1.025,2.556895569,"34.999492, -101.917019",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.999492,-101.917019",
41910352701001.000,0.1 MI S OF MEADOW VISTA,690,1.0,24.5,1980,7,9,49000.0,28.80782264,1.987739762,1.285714286,1.0,2.555665409,"29.946878, -95.556431",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.946878,-95.556431",
121020AA1980001,0.2 Mi E of FM 651,132,5.0,23.6,1958,N,7,47200.0,30.95334625,2.042920853,1.25,1.0,2.553651066,"33.7938, -101.239289",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.793800,-101.239289",
50540125403002.000,1.45 MI S OF US 67,220,3.0,23.6,1957,N,8,47200.0,30.95334625,2.042920853,1.25,1.0,2.553651066,"31.726872, -99.427456",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.726872,-99.427456",
230420201401002.000,5.40 MI SE OF US 67,220,3.0,23.6,1957,N,8,47200.0,30.95334625,2.042920853,1.25,1.0,2.553651066,"31.671539, -99.417686",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.671539,-99.417686",
230420201401004.000,3.8 Mi W of FM 1497,396,7.0,32.7,2016,7,6,65400.0,12.28125247,3.404363185,0.75,1.0,2.553272389,"33.471161, -95.51575",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.471161,-95.515750",
11390132001006.000,9.0 MI S OF SH 155,252,11.0,32.7,2006,7,7,65400.0,12.28125247,3.404363185,0.75,1.0,2.553272389,"31.930328, -95.479464",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.930328,-95.479464",
100010055901020.000,0.4 MI W OF MISTY MEADOW,709,1.0,24.5,1951,N,19,49000.0,28.80782264,2.042474625,1.25,1.0,2.553093282,"32.642994, -97.383083",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.642994,-97.383083",
022200ZW5980001,0.1 MI W OF VILLAGE CREEK,500,2.0,22.7,2004,6,19,45400.0,33.16158297,3.316158297,0.75,1.025,2.549296691,"30.177867, -95.723461",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.177867,-95.723461",
121700A00157025,0.85 MI S OF MILE 20 N RD,387,2.0,24.5,1986,6,9,49000.0,28.80782264,2.229725473,1.114285714,1.025,2.546665022,"26.338178, -98.040478",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.338178,-98.040478",
211090AA0288001,0.7 MI S OF US 83,3488,2.0,38.1,1997,7,19,76200.0,4.561254062,3.181930834,0.8,1.0,2.545544667,"26.176478, -97.742586",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.176478,-97.742586",
210310E00985001,0.43 MI N OF FM 1251,251,11.0,32.7,2015,N,7,65400.0,12.28125247,3.390853807,0.75,1.0,2.543140356,"32.2018, -94.608131",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.201800,-94.608131",
102010265301008.000,0.05 Mi N Crenshaw Rd,330,3.0,24.5,1993,8,19,49000.0,28.80782264,2.851974442,0.914285714,0.975,2.542331502,"29.637964, -95.130833",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.637964,-95.130833",
121020C01480238,0.10 MI E OF LAKE PARK DR,617,1.0,24.5,1975,N,19,49000.0,28.80782264,1.777442657,1.428571429,1.0,2.539203796,"33.871333, -98.504492",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.871333,-98.504492",
032430B00525001,3.1 MI SW OF FM 2325,942,3.0,32.7,2016,8,19,65400.0,12.28125247,3.470681948,0.75,0.975,2.537936175,"30.0005, -98.2006",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.000500,-98.200600",
141060AA0180501,0.20 MI NE OF IH 45,1030,2.0,32.7,1989,8,19,65400.0,12.28125247,2.529938009,1.028571429,0.975,2.537166403,"29.792747, -95.368147",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.792747,-95.368147",
121020B65209060,1.70 MI SE OF US 290,229,3.0,24.5,1956,6,9,49000.0,28.80782264,1.979097416,1.25,1.025,2.535718564,"30.335619, -97.440122",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.335619,-97.440122",
142270AA1548001,2.30 MI NE OF SH 35,478,12.0,39.0,1962,7,7,78000.0,3.533455312,2.026789967,1.25,1.0,2.533487459,"28.763747, -96.193219",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.763747,-96.193219",
131580289601001.000,2.70 MI SW OF FM 1841,217,13.0,32.7,2006,8,7,65400.0,12.28125247,3.464541322,0.75,0.975,2.533445842,"32.987222, -94.223692",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.987222,-94.223692",
190340013810282.000,0.90 MI SW OF SH 87,160,11.0,32.7,1984,7,8,65400.0,12.28125247,2.161500435,1.171428571,1.0,2.532043367,"30.962772, -93.692794",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.962772,-93.692794",
201760340701001.000,5.01 MI E OF SCURRY CO LN,1608,12.0,40.8,1999,6,6,81600.0,1.706753407,3.293351374,0.75,1.025,2.531763869,"32.7356, -100.572433",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.735600,-100.572433",
80770029602055.000,2.7 MI NW OF SH 110,1447,10.0,40.8,1990,6,9,81600.0,1.706753407,2.46967218,1.0,1.025,2.531413984,"32.391772, -95.3947",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.391772,-95.394700",
102120AA0046002,0.05 MI W OF LAMAR BLVD,234,3.0,24.5,1934,7,19,49000.0,28.80782264,2.02230915,1.25,1.0,2.527886437,"30.292783, -97.747372",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.292783,-97.747372",
142270B01356006,2.3 MI S OF FM 273,258,9.0,32.7,1994,7,7,65400.0,12.28125247,2.851706824,0.885714286,1.0,2.525797473,"33.759792, -95.915981",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.759792,-95.915981",
10750017404042.000,2.4 MI S OF FM 273,258,9.0,32.7,1994,7,7,65400.0,12.28125247,2.851706824,0.885714286,1.0,2.525797473,"33.758808, -95.915903",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.758808,-95.915903",
10750017404043.000,0.55 MI W OF ZAVALA C/L,878,10.0,39.9,1986,7,7,79800.0,2.5816955,2.266728649,1.114285714,1.0,2.525783351,"29.049297, -100.120447",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.049297,-100.120447",
221590159003021.000,11.3 MI NE OF US 57,878,10.0,39.9,1986,7,7,79800.0,2.5816955,2.266728649,1.114285714,1.0,2.525783351,"28.962503, -100.228792",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=28.962503,-100.228792",
221590159003022.000,1.3 MI E OF FM 51,914,3.0,32.7,2008,7,9,65400.0,12.28125247,3.367519428,0.75,1.0,2.525639571,"32.978961, -97.661328",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.978961,-97.661328",
021840AA0228002,0.35 MI W OF FM 1425,681,19.0,40.8,1985,7,7,81600.0,1.706753407,2.208368233,1.142857143,1.0,2.523849409,"26.342322, -97.8663",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=26.342322,-97.866300",
211090262101002.000,3.9 MI N OF US 259,235,9.0,32.7,1991,7,7,65400.0,12.28125247,2.597484898,0.971428571,1.0,2.523271044,"32.223144, -94.758097",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.223144,-94.758097",
102010111601005.000,0.05 MI W OF COMMERCIAL A,1402,2.0,32.7,2012,8,19,65400.0,12.28125247,3.443663193,0.75,0.975,2.51817871,"29.351628, -98.517003",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.351628,-98.517003",
150150B15345001,0.40 MI N OF FM 44,1966,6.0,40.8,1962,7,7,81600.0,1.706753407,2.013286319,1.25,1.0,2.516607899,"33.4869, -94.629883",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.486900,-94.629883",
190190008502031.000,0.3 MI S OF FM 1690,291,4.0,29.9,1959,7,7,59800.0,17.29526817,2.013169214,1.25,1.0,2.516461518,"31.236894, -98.119178",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.236894,-98.119178",
231410228502003.000,0.30 MI S OF WESTVIEW DR,1700,2.0,35.4,1993,7,17,70800.0,8.093096121,2.751652681,0.914285714,1.0,2.515796737,"29.788861, -95.520325",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.788861,-95.520325",
121020B01753001,0.2 Mi. W. of SH 105,388,3.0,24.5,2015,7,19,49000.0,28.80782264,3.353230556,0.75,1.0,2.514922917,"30.113106, -94.008975",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.113106,-94.008975",
201810C00015002,.07 Mi. W. of SH 105,388,3.0,24.5,2020,7,9,49000.0,28.80782264,3.353230556,0.75,1.0,2.514922917,"30.114283, -94.008539",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.114283,-94.008539",
201810C00015003,0.40 MI E OF FM 1827,560,5.0,32.7,2007,8,8,65400.0,12.28125247,3.438750692,0.75,0.975,2.514586444,"33.235311, -96.499231",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.235311,-96.499231",
180430AA0424001,3.40 MI NE OF SH 87,227,3.0,24.5,1950,6,9,49000.0,28.80782264,1.961812722,1.25,1.025,2.51357255,"30.277806, -93.735664",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.277806,-93.735664",
201760AA0507002,3.0 MI S OF SH 22,682,4.0,32.7,2010,7,17,65400.0,12.28125247,3.350325674,0.75,1.0,2.512744256,"31.970322, -97.120383",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.970322,-97.120383",
91100001424064.000,5.9 MI W OF SH 34,234,9.0,32.7,1991,7,8,65400.0,12.28125247,2.586431771,0.971428571,1.0,2.51253372,"33.489364, -96.036728",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.489364,-96.036728",
10750148201012.000,2.3 Mi S of FM 434,2396,5.0,40.8,1982,7,7,81600.0,1.706753407,2.044690582,1.228571429,1.0,2.512048429,"31.49225, -97.081181",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.492250,-97.081181",
91610083314040.000,6.30 MI E OF FM 717,100,14.0,31.7,1957,6,8,63400.0,13.99475969,1.959266357,1.25,1.025,2.51031002,"32.598728, -98.583542",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.598728,-98.583542",
232150077601004.000,0.7 Mi E of US 60,2738,4.0,40.8,1978,7,17,81600.0,1.706753407,1.869236331,1.342857143,1.0,2.510117359,"34.999533, -101.906892",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.999533,-101.906892",
41910352701003.000,50 S OF TURTLE CR BLVD,231,3.0,24.5,1981,7,19,49000.0,28.80782264,1.996382109,1.257142857,1.0,2.509737509,"32.802292, -96.807578",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.802292,-96.807578",
1805709P1090001,3.6 MI NW OF FM 149,274,9.0,32.7,1996,7,8,65400.0,12.28125247,3.028556859,0.828571429,1.0,2.509375684,"30.509514, -96.0999",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.509514,-96.099900",
170940064305048.000,2.15 MI S OF US 180,425,27.0,40.8,1956,6,7,81600.0,1.706753407,1.958499535,1.25,1.025,2.509327529,"32.687161, -99.300275",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.687161,-99.300275",
82090043701045.000,2.35 MI NE OF US 80,1638,7.0,40.8,1957,6,16,81600.0,1.706753407,1.956963456,1.25,1.025,2.507359429,"32.764106, -96.2568",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.764106,-96.256800",
181300017305066.000,4.7 Mi SE of Greenville,279,10.0,32.7,2003,8,9,65400.0,12.28125247,3.42646944,0.75,0.975,2.505605778,"33.122917, -96.029364",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.122917,-96.029364",
011170AA0516001,3.36 MI W OF SH 273,170,12.0,32.7,1990,7,8,65400.0,12.28125247,2.505375504,1.0,1.0,2.505375504,"34.935497, -100.696369",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=34.935497,-100.696369",
250650181801002.000,0.1 MI. SW OF CR 2375,131,3.0,14.5,1988,4,9,29000.0,56.03688808,2.202249702,1.057142857,1.075,2.502699482,"30.893153, -94.579628",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.893153,-94.579628",
202290AA2380002,4.5 MI S OF US 59,348,8.0,32.7,2018,8,7,65400.0,12.28125247,3.419100688,0.75,0.975,2.500217378,"31.753842, -94.476961",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.753842,-94.476961",
111740070603021.000,3.7 MI S OF US 59,348,8.0,32.7,2018,8,7,65400.0,12.28125247,3.419100688,0.75,0.975,2.500217378,"31.764714, -94.481728",All Bridges,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.764714,-94.481728",
